dsp_ratio,clb_ratio,config,workload,P,total_dpes,V,H,dpes_per_replica,clbs_need,clbs_avail,clb_util_pct,fmax_mhz,fmax_baseline_mhz,gain,utilization,energy_pj,energy_baseline_pj,energy_ratio,tpj_scaling,grid_w,grid_h,clb_count,dsp_count,mem_count,wc_count,run_dir
1.0,0.2,512x128,fc_2048_256,17,140,4,2,8,540,8782,6.1,146.72433333333333,181.39066666666668,13.7511,0.8089,2637.74,2172.49,0.8236,0.6662,120,120,340,0,102,136,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c20/fc_2048_256
1.0,0.4,512x128,fc_2048_256,26,210,4,2,8,810,6586,12.3,143.64633333333333,181.39066666666668,20.5898,0.7919,2689.9,2172.49,0.8076,0.6396,120,120,514,0,156,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c40/fc_2048_256
1.0,0.6,512x128,fc_2048_256,36,294,4,2,8,1110,4391,25.3,124.75666666666666,181.39066666666668,24.76,0.6878,3066.4,2172.49,0.7085,0.4873,120,120,707,0,216,288,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c60/fc_2048_256
0.2,0.0,512x128,fc_512_128,14,14,1,1,1,450,10978,4.1,183.72733333333335,183.72733333333335,14.0,1.0,249.4,249.4,1.0,1.0,120,120,135,0,56,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c0/fc_512_128
0.2,0.2,512x128,fc_512_128,56,56,1,1,1,1710,8782,19.5,140.67233333333334,183.72733333333335,42.8769,0.7657,323.78,249.4,0.7703,0.5898,120,120,516,0,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c20/fc_512_128
0.2,0.4,512x128,fc_512_128,118,140,1,1,1,3570,6586,54.2,80.4785,183.72733333333335,51.6878,0.438,561.17,249.4,0.4444,0.1947,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c40/fc_512_128
0.2,0.6,512x128,fc_512_128,118,210,1,1,1,3570,4391,81.3,95.0799,183.72733333333335,61.0656,0.5175,475.97,249.4,0.524,0.2712,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c60/fc_512_128
0.4,0.0,512x128,fc_512_128,28,28,1,1,1,870,10978,7.9,173.02633333333333,183.72733333333335,26.3692,0.9418,264.43,249.4,0.9432,0.8882,120,120,285,0,112,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c0/fc_512_128
0.4,0.2,512x128,fc_512_128,70,70,1,1,1,2130,8782,24.3,99.5552,183.72733333333335,37.9305,0.5419,454.86,249.4,0.5483,0.2971,120,120,717,0,280,70,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c20/fc_512_128
0.4,0.4,512x128,fc_512_128,118,154,1,1,1,3570,6586,54.2,87.30460000000001,183.72733333333335,56.0719,0.4752,517.79,249.4,0.4817,0.2289,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c40/fc_512_128
0.4,0.6,512x128,fc_512_128,118,224,1,1,1,3570,4391,81.3,109.62833333333333,183.72733333333335,70.4095,0.5967,413.66,249.4,0.6029,0.3598,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c60/fc_512_128
0.6,0.0,512x128,fc_512_128,56,56,1,1,1,1710,10978,15.6,145.53966666666668,183.72733333333335,44.3604,0.7922,313.16,249.4,0.7964,0.6309,120,120,516,0,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c0/fc_512_128
0.6,0.2,512x128,fc_512_128,98,98,1,1,1,2970,8782,33.8,79.8347,183.72733333333335,42.5838,0.4345,565.64,249.4,0.4409,0.1916,120,120,974,0,392,98,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c20/fc_512_128
0.6,0.4,512x128,fc_512_128,118,168,1,1,1,3570,6586,54.2,87.14793333333334,183.72733333333335,55.9713,0.4743,518.71,249.4,0.4808,0.2281,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c40/fc_512_128
0.6,0.6,512x128,fc_512_128,118,252,1,1,1,3570,4391,81.3,102.55353333333333,183.72733333333335,65.8656,0.5582,441.75,249.4,0.5646,0.3151,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c60/fc_512_128
0.8,0.0,512x128,fc_512_128,70,70,1,1,1,2130,10978,19.4,107.23516666666667,183.72733333333335,40.8565,0.5837,422.74,249.4,0.59,0.3443,120,120,717,0,280,70,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c0/fc_512_128
0.8,0.2,512x128,fc_512_128,112,112,1,1,1,3390,8782,38.6,101.08436666666667,183.72733333333335,61.6209,0.5502,448.08,249.4,0.5566,0.3062,120,120,1111,0,448,112,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c20/fc_512_128
0.8,0.4,512x128,fc_512_128,118,182,1,1,1,3570,6586,54.2,107.09583333333335,183.72733333333335,68.783,0.5829,423.29,249.4,0.5892,0.3434,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c40/fc_512_128
0.8,0.6,512x128,fc_512_128,118,266,1,1,1,3570,4391,81.3,92.44903333333333,183.72733333333335,59.376,0.5032,489.34,249.4,0.5097,0.2565,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c60/fc_512_128
1.0,0.0,512x128,fc_512_128,98,98,1,1,1,2970,10978,27.1,97.98380000000002,183.72733333333335,52.2645,0.5333,462.06,249.4,0.5398,0.2879,120,120,974,0,392,98,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c0/fc_512_128
1.0,0.2,512x128,fc_512_128,118,140,1,1,1,3570,8782,40.7,96.2513,183.72733333333335,61.818,0.5239,470.26,249.4,0.5303,0.2778,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c20/fc_512_128
1.0,0.4,512x128,fc_512_128,118,210,1,1,1,3570,6586,54.2,93.64763333333333,183.72733333333335,60.1458,0.5097,483.15,249.4,0.5162,0.2631,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c40/fc_512_128
1.0,0.6,512x128,fc_512_128,118,294,1,1,1,3570,4391,81.3,100.01996666666666,183.72733333333335,64.2384,0.5444,452.78,249.4,0.5508,0.2999,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c60/fc_512_128
0.2,0.0,512x128,fc_512_512,3,14,1,4,4,120,10978,1.1,279.3523333333333,279.3523333333333,3.0,1.0,649.51,649.51,1.0,1.0,120,120,36,0,12,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c0/fc_512_512
0.2,0.2,512x128,fc_512_512,14,56,1,4,4,450,8782,5.1,189.19233333333332,279.3523333333333,9.4815,0.6773,954.17,649.51,0.6807,0.461,120,120,135,0,56,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c20/fc_512_512
0.2,0.4,512x128,fc_512_512,35,140,1,4,4,1080,6586,16.4,168.97799999999998,279.3523333333333,21.1712,0.6049,1067.1,649.51,0.6087,0.3682,120,120,341,0,140,140,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c40/fc_512_512
0.2,0.6,512x128,fc_512_512,52,210,1,4,4,1590,4391,36.2,145.9,279.3523333333333,27.1585,0.5223,1234.28,649.51,0.5262,0.2748,120,120,505,0,208,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c60/fc_512_512
0.4,0.0,512x128,fc_512_512,7,28,1,4,4,240,10978,2.2,222.03566666666666,279.3523333333333,5.5638,0.7948,814.54,649.51,0.7974,0.6338,120,120,64,0,28,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c0/fc_512_512
0.4,0.2,512x128,fc_512_512,17,70,1,4,4,540,8782,6.1,187.31566666666666,279.3523333333333,11.3991,0.6705,963.63,649.51,0.674,0.452,120,120,162,0,68,68,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c20/fc_512_512
