dsp_ratio,clb_ratio,config,workload,P,total_dpes,V,H,dpes_per_replica,clbs_avail,dsps_avail,p_dpe,p_clb,p_bram,p_dsp,limit,fmax_mhz,fmax_baseline_mhz,gain,utilization,grid_w,grid_h,clb_count,dsp_count,mem_count,wc_count,run_dir
0.2,0.0,512x128,fc_512_128,14,14,1,1,1,10978,174,14,117,29,43,dpe,130.9167,130.9167,14.0,1.0,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c0/fc_512_128
0.2,0.2,512x128,fc_512_128,29,56,1,1,1,8782,174,56,94,29,43,bram,115.9853,130.9167,25.6925,0.8859,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c20/fc_512_128
0.2,0.4,512x128,fc_512_128,29,140,1,1,1,6586,174,140,70,29,43,bram,119.6267,130.9167,26.4991,0.9138,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c40/fc_512_128
0.2,0.6,512x128,fc_512_128,29,210,1,1,1,4391,174,210,47,29,43,bram,117.1813,130.9167,25.9574,0.8951,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c60/fc_512_128
0.4,0.0,512x128,fc_512_128,28,28,1,1,1,10978,145,28,117,29,36,dpe,130.714,130.9167,27.9567,0.9985,120,120,2643,112,448,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c0/fc_512_128
0.4,0.2,512x128,fc_512_128,29,70,1,1,1,8782,145,70,94,29,36,bram,124.4537,130.9167,27.5683,0.9506,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c20/fc_512_128
0.4,0.4,512x128,fc_512_128,29,154,1,1,1,6586,145,154,70,29,36,bram,121.4217,130.9167,26.8967,0.9275,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c40/fc_512_128
0.4,0.6,512x128,fc_512_128,29,224,1,1,1,4391,145,224,47,29,36,bram,121.1213,130.9167,26.8302,0.9252,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c60/fc_512_128
0.6,0.0,512x128,fc_512_128,21,56,1,1,1,10978,87,56,117,29,21,dsp,131.1173,130.9167,21.0322,1.0015,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c0/fc_512_128
0.6,0.2,512x128,fc_512_128,21,98,1,1,1,8782,87,98,94,29,21,dsp,135.41,130.9167,21.7208,1.0343,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c20/fc_512_128
0.6,0.4,512x128,fc_512_128,21,168,1,1,1,6586,87,168,70,29,21,dsp,131.8347,130.9167,21.1473,1.007,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c40/fc_512_128
0.6,0.6,512x128,fc_512_128,21,252,1,1,1,4391,87,252,47,29,21,dsp,129.4257,130.9167,20.7608,0.9886,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c60/fc_512_128
0.8,0.0,512x128,fc_512_128,14,70,1,1,1,10978,58,70,117,29,14,dsp,134.4333,130.9167,14.3761,1.0269,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c0/fc_512_128
0.8,0.2,512x128,fc_512_128,14,112,1,1,1,8782,58,112,94,29,14,dsp,136.3283,130.9167,14.5787,1.0413,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c20/fc_512_128
0.8,0.4,512x128,fc_512_128,14,182,1,1,1,6586,58,182,70,29,14,dsp,128.1103,130.9167,13.6999,0.9786,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c40/fc_512_128
0.8,0.6,512x128,fc_512_128,14,266,1,1,1,4391,58,266,47,29,14,dsp,132.3063,130.9167,14.1486,1.0106,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c60/fc_512_128
0.2,0.0,512x128,fc_512_512,3,14,1,4,4,10978,174,3,117,29,43,dpe,139.8527,139.8527,3.0,1.0,120,120,296,12,48,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c0/fc_512_512
0.2,0.2,512x128,fc_512_512,14,56,1,4,4,8782,174,14,94,29,43,dpe,125.838,139.8527,12.5971,0.8998,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c20/fc_512_512
0.2,0.4,512x128,fc_512_512,29,140,1,4,4,6586,174,35,70,29,43,bram,127.369,139.8527,26.4114,0.9107,120,120,2846,116,464,116,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c40/fc_512_512
0.2,0.6,512x128,fc_512_512,29,210,1,4,4,4391,174,52,47,29,43,bram,126.6877,139.8527,26.2701,0.9059,120,120,2846,116,464,116,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c60/fc_512_512
0.4,0.0,512x128,fc_512_512,7,28,1,4,4,10978,145,7,117,29,36,dpe,133.7667,139.8527,6.6954,0.9565,120,120,681,28,112,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c0/fc_512_512
0.4,0.2,512x128,fc_512_512,17,70,1,4,4,8782,145,17,94,29,36,dpe,124.815,139.8527,15.1721,0.8925,120,120,1633,68,272,68,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c20/fc_512_512
0.4,0.4,512x128,fc_512_512,29,154,1,4,4,6586,145,38,70,29,36,bram,128.3347,139.8527,26.6116,0.9176,120,120,2846,116,464,116,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c40/fc_512_512
0.4,0.6,512x128,fc_512_512,29,224,1,4,4,4391,145,56,47,29,36,bram,129.6717,139.8527,26.8889,0.9272,120,120,2846,116,464,116,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c60/fc_512_512
0.6,0.0,512x128,fc_512_512,14,56,1,4,4,10978,87,14,117,29,21,dpe,132.177,139.8527,13.2316,0.9451,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c0/fc_512_512
0.6,0.2,512x128,fc_512_512,21,98,1,4,4,8782,87,24,94,29,21,dsp,135.2593,139.8527,20.3103,0.9672,120,120,2067,84,336,84,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c20/fc_512_512
0.6,0.4,512x128,fc_512_512,21,168,1,4,4,6586,87,42,70,29,21,dsp,129.465,139.8527,19.4402,0.9257,120,120,2067,84,336,84,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c40/fc_512_512
0.6,0.6,512x128,fc_512_512,21,252,1,4,4,4391,87,63,47,29,21,dsp,130.612,139.8527,19.6124,0.9339,120,120,2067,84,336,84,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c60/fc_512_512
0.8,0.0,512x128,fc_512_512,14,70,1,4,4,10978,58,17,117,29,14,dsp,133.0827,139.8527,13.3223,0.9516,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c0/fc_512_512
0.8,0.2,512x128,fc_512_512,14,112,1,4,4,8782,58,28,94,29,14,dsp,135.8987,139.8527,13.6042,0.9717,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c20/fc_512_512
0.8,0.4,512x128,fc_512_512,14,182,1,4,4,6586,58,45,70,29,14,dsp,129.0597,139.8527,12.9196,0.9228,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c40/fc_512_512
0.8,0.6,512x128,fc_512_512,14,266,1,4,4,4391,58,66,47,29,14,dsp,126.5507,139.8527,12.6684,0.9049,120,120,1392,56,224,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c60/fc_512_512
0.2,0.0,512x128,fc_2048_256,1,14,4,2,8,10978,174,1,117,29,43,dpe,142.3757,142.3757,1.0,1.0,120,120,101,4,18,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c0/fc_2048_256
0.2,0.2,512x128,fc_2048_256,7,56,4,2,8,8782,174,7,94,29,43,dpe,133.8653,142.3757,6.5816,0.9402,120,120,745,28,126,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c20/fc_2048_256
0.2,0.4,512x128,fc_2048_256,17,140,4,2,8,6586,174,17,70,29,43,dpe,115.304,142.3757,13.7676,0.8099,120,120,1764,68,306,136,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c40/fc_2048_256
0.2,0.6,512x128,fc_2048_256,26,210,4,2,8,4391,174,26,47,29,43,dpe,117.2127,142.3757,21.4048,0.8233,120,120,2742,104,468,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d20_c60/fc_2048_256
0.4,0.0,512x128,fc_2048_256,3,28,4,2,8,10978,145,3,117,29,36,dpe,137.0067,142.3757,2.8869,0.9623,120,120,316,12,54,24,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c0/fc_2048_256
0.4,0.2,512x128,fc_2048_256,8,70,4,2,8,8782,145,8,94,29,36,dpe,122.9927,142.3757,6.9109,0.8639,120,120,840,32,144,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c20/fc_2048_256
0.4,0.4,512x128,fc_2048_256,19,154,4,2,8,6586,145,19,70,29,36,dpe,122.3203,142.3757,16.3236,0.8591,120,120,2016,76,342,152,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d40_c40/fc_2048_256
0.6,0.0,512x128,fc_2048_256,7,56,4,2,8,10978,87,7,117,29,21,dpe,132.386,142.3757,6.5089,0.9298,120,120,745,28,126,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c0/fc_2048_256
0.6,0.2,512x128,fc_2048_256,12,98,4,2,8,8782,87,12,94,29,21,dpe,127.9043,142.3757,10.7803,0.8984,120,120,1266,48,216,96,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c20/fc_2048_256
0.6,0.4,512x128,fc_2048_256,21,168,4,2,8,6586,87,21,70,29,21,dsp,128.1827,142.3757,18.9066,0.9003,120,120,2233,84,378,168,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c40/fc_2048_256
0.6,0.6,512x128,fc_2048_256,21,252,4,2,8,4391,87,31,47,29,21,dsp,123.4433,142.3757,18.2075,0.867,120,120,2233,84,378,168,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d60_c60/fc_2048_256
0.8,0.0,512x128,fc_2048_256,8,70,4,2,8,10978,58,8,117,29,14,dpe,131.135,142.3757,7.3684,0.921,120,120,840,32,144,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c0/fc_2048_256
0.8,0.2,512x128,fc_2048_256,14,112,4,2,8,8782,58,14,94,29,14,dsp,120.1207,142.3757,11.8116,0.8437,120,120,1492,56,252,112,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c20/fc_2048_256
0.8,0.4,512x128,fc_2048_256,14,182,4,2,8,6586,58,22,70,29,14,dsp,120.1857,142.3757,11.818,0.8441,120,120,1492,56,252,112,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c40/fc_2048_256
0.8,0.6,512x128,fc_2048_256,14,266,4,2,8,4391,58,33,47,29,14,dsp,119.861,142.3757,11.7861,0.8419,120,120,1492,56,252,112,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x128/d80_c60/fc_2048_256
0.2,0.0,1024x128,fc_512_128,10,10,1,1,1,10978,174,10,117,29,43,dpe,137.7007,137.7007,10.0,1.0,120,120,928,40,160,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d20_c0/fc_512_128
0.2,0.2,1024x128,fc_512_128,29,40,1,1,1,8782,174,40,94,29,43,bram,120.542,137.7007,25.3864,0.8754,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d20_c20/fc_512_128
0.2,0.4,1024x128,fc_512_128,29,100,1,1,1,6586,174,100,70,29,43,bram,123.1853,137.7007,25.943,0.8946,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d20_c40/fc_512_128
0.2,0.6,1024x128,fc_512_128,29,150,1,1,1,4391,174,150,47,29,43,bram,111.5913,137.7007,23.5013,0.8104,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d20_c60/fc_512_128
0.4,0.0,1024x128,fc_512_128,20,20,1,1,1,10978,145,20,117,29,36,dpe,126.64,137.7007,18.3935,0.9197,120,120,1836,80,320,20,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d40_c0/fc_512_128
0.4,0.2,1024x128,fc_512_128,29,50,1,1,1,8782,145,50,94,29,36,bram,121.6337,137.7007,25.6163,0.8833,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d40_c20/fc_512_128
0.4,0.4,1024x128,fc_512_128,29,110,1,1,1,6586,145,110,70,29,36,bram,122.1777,137.7007,25.7308,0.8873,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d40_c40/fc_512_128
0.4,0.6,1024x128,fc_512_128,29,160,1,1,1,4391,145,160,47,29,36,bram,117.9853,137.7007,24.8479,0.8568,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d40_c60/fc_512_128
0.6,0.0,1024x128,fc_512_128,21,40,1,1,1,10978,87,40,117,29,21,dsp,135.3597,137.7007,20.643,0.983,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d60_c0/fc_512_128
0.6,0.2,1024x128,fc_512_128,21,70,1,1,1,8782,87,70,94,29,21,dsp,133.6953,137.7007,20.3892,0.9709,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d60_c20/fc_512_128
0.6,0.4,1024x128,fc_512_128,21,120,1,1,1,6586,87,120,70,29,21,dsp,136.0923,137.7007,20.7547,0.9883,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x128/d60_c40/fc_512_128
